Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile
5,9,18,0,10,6,0,52,8,1995.0,1,12,539410.0,190430.0,0.011268,51.595473,1,5,4,13.0,406.0,0.0,1,2,2,0,21,5,0,0,9,2
1,3,18,0,0,0,0,55,8,125.0,1,1,362263.0,373525.0,-2.567127,53.257379,7,2,1,130.0,5153.0,0.0,1,1,1,0,55,8,0,0,3,6
1,9,18,0,0,0,0,42,7,1560.0,2,1,429649.0,134858.0,-1.577833,51.112253,44,2,1,501.0,30.0,3084.0,1,1,1,1,42,7,0,0,9,8
2,9,4,0,0,0,0,26,6,1587.0,1,9,449796.0,275218.0,-1.269995,52.372751,23,2,2,292.0,0.0,0.0,0,2,2,1,27,6,0,0,9,3
2,9,18,0,0,0,0,58,9,1995.0,2,2,523420.0,205610.0,-0.214095,51.73562,41,2,3,438.0,56.0,0.0,0,1,1,0,20,4,0,0,9,6
1,9,18,0,0,10,0,31,6,1242.0,1,3,336960.0,446180.0,-2.96107,53.907924,4,2,3,85.0,588.0,5377.0,1,1,3,0,13,3,0,0,9,7
2,9,18,0,0,0,0,34,6,1910.0,2,8,545030.0,183260.0,0.089392,51.52963,1,2,1,16.0,13.0,0.0,0,1,1,0,28,6,0,0,5,2
1,9,14,0,0,0,0,26,6,1390.0,1,14,343576.0,116069.0,-2.80445,50.941288,52,3,2,610.0,0.0,303.0,1,2,2,1,51,8,0,0,9,6
1,9,18,0,0,0,0,21,5,1149.0,1,7,591567.0,186400.0,0.761251,51.543975,42,3,2,460.0,13.0,0.0,0,1,1,1,21,5,0,0,9,1
1,21,18,0,0,0,0,52,8,10837.0,2,3,447899.0,412335.0,-1.277588,53.605394,13,2,1,206.0,0.0,0.0,0,1,1,0,52,8,0,0,21,5
1,8,18,0,0,11,0,34,6,1997.0,2,5,447200.0,316898.0,-1.302206,52.747649,33,2,2,362.0,7207.0,7204.0,1,1,1,0,34,6,0,0,8,1
2,9,18,0,0,0,0,36,7,1699.0,1,8,408520.0,283510.0,-1.876065,52.449484,20,2,4,300.0,0.0,0.0,0,2,4,0,3,1,0,0,9,3
2,9,3,0,0,0,0,55,8,1995.0,2,1,451496.0,215111.0,-1.254094,51.83224600000001,43,3,1,481.0,34.0,0.0,1,2,1,1,55,8,0,0,9,5
1,9,3,0,0,0,0,72,10,1598.0,1,3,509592.0,322530.0,-0.376322,52.789224,32,3,2,355.0,15.0,0.0,1,1,1,1,72,10,0,0,9,6
1,9,11,0,0,0,0,24,5,1296.0,1,9,349010.0,406290.0,-2.771077,53.550751,4,2,2,84.0,0.0,0.0,1,2,1,1,21,5,0,0,9,1
2,9,18,0,0,10,0,45,7,1600.0,2,4,416591.0,435685.0,-1.749486,53.81718299999999,13,2,2,200.0,0.0,0.0,0,2,2,1,12,3,0,0,9,4
2,9,18,0,0,0,0,60,9,1998.0,2,7,455559.0,300565.0,-1.181135,52.60004300000001,33,2,2,360.0,5460.0,5460.0,0,1,1,1,42,7,0,0,9,7
1,8,7,0,0,0,0,52,8,1798.0,8,3,532020.0,182210.0,-0.09844,51.523383,1,2,1,3.0,5201.0,1.0,0,2,1,1,28,6,0,0,1,4
1,5,5,0,0,0,0,48,8,1198.0,1,2,510020.0,175240.0,-0.417578,51.465446,1,2,2,25.0,0.0,0.0,0,2,2,0,21,5,0,0,2,2
2,9,18,0,0,0,0,58,9,1596.0,1,4,538200.0,285670.0,0.032239,52.451512,35,2,1,392.0,141.0,0.0,1,2,1,1,58,9,0,0,9,10
1,9,18,0,0,0,0,26,6,1595.0,1,6,492086.0,476699.0,-0.590644,54.177822,12,3,1,185.0,64.0,0.0,1,2,1,0,64,9,0,0,4,1
2,9,18,0,0,0,0,34,6,2000.0,2,4,327490.0,470000.0,-3.110882,54.120729,3,2,2,65.0,5087.0,0.0,1,2,1,0,34,6,0,0,9,5
1,9,5,0,0,0,0,36,7,1598.0,1,8,481281.0,391387.0,-0.778619,53.413041,32,3,2,356.0,159.0,0.0,0,2,1,0,71,10,0,0,9,1
1,9,7,0,0,0,0,20,4,1390.0,1,14,613967.0,241899.0,1.118003,52.034196,37,2,2,410.0,453.0,453.0,0,1,1,1,20,4,0,0,9,6
1,9,17,0,0,6,0,44,7,2000.0,1,16,397685.0,276051.0,-2.035436,52.382487,22,1,1,270.0,38.0,0.0,1,1,1,1,44,7,0,0,9,10
1,9,18,0,0,0,0,19,4,1397.0,1,15,517280.0,304620.0,-0.268755,52.626679,35,3,3,394.0,15.0,0.0,1,2,2,1,60,9,0,0,9,9
2,9,18,0,0,0,0,31,6,1995.0,2,6,456347.0,306995.0,-1.168408,52.65776,33,2,3,364.0,5327.0,2227.0,1,2,2,1,70,10,0,0,9,8
1,11,4,0,0,0,0,47,8,6696.0,2,1,448259.0,118658.0,-1.314154,50.965329,44,1,1,491.0,0.0,0.0,0,1,1,0,83,11,0,0,11,10
1,9,18,0,0,6,0,42,7,2497.0,2,11,233469.0,83630.0,-4.355935,50.628524,50,1,1,596.0,30.0,0.0,1,1,1,1,42,7,0,0,9,4
1,8,1,0,0,0,0,64,9,1896.0,2,7,341799.0,391755.0,-2.877202,53.419369,5,1,1,91.0,0.0,0.0,0,1,1,0,87,11,5,3,0,1
1,9,18,0,0,5,0,30,6,1198.0,1,12,351290.0,427970.0,-2.740073,53.74581600000001,4,1,2,83.0,59.0,0.0,0,1,2,0,40,7,6,9,0,10
1,8,6,0,0,0,0,40,7,2148.0,2,8,471434.0,440868.0,-0.915389,53.85913000000001,16,2,1,231.0,1228.0,0.0,1,1,1,0,40,7,0,0,8,3
2,19,2,0,0,0,0,62,9,2299.0,2,2,436580.0,329630.0,-1.458104,52.86291800000001,30,2,1,328.0,50.0,0.0,1,1,1,0,47,8,0,0,9,8
1,9,18,0,0,0,0,17,4,999.0,1,3,545150.0,173280.0,0.087021,51.439924,1,2,1,18.0,0.0,0.0,0,2,1,0,58,9,0,0,5,7
2,4,18,0,0,0,0,35,6,600.0,1,11,534060.0,178050.0,-0.070633,51.48552,1,2,1,8.0,2.0,0.0,0,2,1,1,35,6,0,0,4,2
1,9,6,0,0,0,0,34,6,1497.0,1,11,424697.0,565355.0,-1.615633,54.982189,10,2,2,147.0,1185.0,0.0,0,1,1,0,34,6,0,0,9,3
1,9,18,0,0,0,0,19,4,1299.0,1,13,354880.0,430730.0,-2.686046,53.770945,4,2,2,79.0,0.0,0.0,0,1,1,0,19,4,0,0,9,2
4,9,4,0,0,0,0,25,5,2720.0,2,7,503721.0,178289.0,-0.507328,51.49404000000001,43,4,2,473.0,4.0,0.0,1,2,2,0,50,8,0,0,9,4
1,9,5,0,0,0,0,20,4,1242.0,1,9,555890.0,185850.0,0.246973,51.550009,1,2,1,15.0,1421.0,0.0,0,1,1,1,20,4,0,0,9,3
1,10,18,0,7,0,0,67,10,2198.0,2,2,461699.0,333218.0,-1.084363,52.89288000000001,31,2,11,347.0,606.0,74.0,1,1,1,0,67,10,0,0,10,9
2,9,9,0,0,0,0,27,6,1461.0,2,7,531360.0,193340.0,-0.10379,51.623556,1,2,2,32.0,105.0,111.0,0,1,1,0,36,7,0,0,9,3
2,9,3,0,0,0,0,32,6,1598.0,1,6,433448.0,391455.0,-1.498192,53.41884200000001,14,3,8,215.0,61.0,0.0,0,1,6,1,30,6,0,0,11,1
3,20,2,6,0,0,0,26,6,2402.0,2,11,410231.0,141501.0,-1.855037,51.172659,54,4,1,635.0,303.0,0.0,1,1,1,0,63,9,0,0,9,5
2,9,3,0,0,0,0,26,6,1199.0,1,13,407690.0,288210.0,-1.888171,52.491749,20,2,2,300.0,38.0,4540.0,0,2,1,1,26,6,0,0,9,1
1,19,18,0,0,11,0,36,7,2151.0,2,13,309787.0,645847.0,-3.436859,55.697659,97,1,1,938.0,702.0,0.0,1,1,1,1,36,7,0,0,19,5
1,9,4,0,0,0,0,32,6,1299.0,1,18,248601.0,57759.0,-4.131649,50.400157,50,2,1,583.0,38.0,0.0,0,2,1,1,32,6,0,0,9,4
2,9,14,0,0,0,0,43,7,1998.0,2,1,542150.0,185080.0,0.048636,51.546716,1,2,2,17.0,117.0,0.0,0,1,2,1,85,11,0,0,9,4
1,9,9,0,0,0,0,53,8,1242.0,1,7,487439.0,238318.0,-0.726708,52.036382,43,3,3,479.0,8007.0,432.0,1,2,2,0,71,10,0,0,9,3
2,9,7,0,0,2,0,27,6,1198.0,1,6,372620.0,406960.0,-2.4147990000000004,53.55854100000001,6,2,2,100.0,0.0,0.0,0,2,2,1,9,2,0,0,9,1
1,9,18,0,0,4,0,29,6,1349.0,1,6,575802.0,190928.0,0.536412,51.589775,42,2,3,450.0,127.0,0.0,1,2,2,0,51,8,0,0,9,10
2,9,11,0,0,0,0,28,6,1995.0,2,6,437620.0,280650.0,-1.448224,52.422552,20,2,1,302.0,4600.0,4082.0,0,2,1,1,28,6,0,0,9,3
2,9,18,0,0,0,0,45,7,1598.0,1,9,514010.0,189990.0,-0.355394,51.597226,1,2,1,29.0,0.0,0.0,0,1,1,0,12,3,0,0,1,7
1,9,9,0,0,0,0,29,6,1242.0,1,9,506938.0,429455.0,-0.379737,53.750502,16,2,3,228.0,0.0,0.0,0,1,1,0,29,6,0,0,9,3
1,9,4,0,0,0,0,78,11,1396.0,1,15,563234.0,318159.0,0.416305,52.736424,36,2,2,407.0,47.0,0.0,1,2,1,1,17,4,0,0,9,4
1,9,18,0,0,0,0,48,8,1997.0,2,5,483731.0,162261.0,-0.798983,51.353265,43,2,1,470.0,7005.0,7005.0,0,2,1,0,21,5,0,0,9,10
1,9,18,0,0,0,0,42,7,1995.0,2,8,478145.0,352438.0,-0.835327,53.06348199999999,31,1,2,345.0,46.0,6166.0,1,1,1,1,42,7,0,0,9,9
1,9,18,0,0,0,0,80,11,1120.0,2,3,387640.0,399940.0,-2.18778,53.496015,6,3,3,102.0,0.0,0.0,0,2,2,0,26,6,0,0,9,1
2,9,2,0,0,0,0,35,6,1796.0,1,12,458152.0,335522.0,-1.136667,52.913984,31,2,1,347.0,60.0,0.0,0,2,1,1,35,6,0,0,9,1
1,9,18,0,0,0,0,32,6,1910.0,2,9,402270.0,103099.0,-1.969138,50.827424,55,2,1,647.0,24.0,95.0,1,2,1,0,20,4,0,0,1,10
3,9,18,0,0,0,0,32,6,1598.0,2,3,387070.0,396540.0,-2.196231,53.46544,6,3,3,102.0,57.0,6010.0,0,1,3,1,23,5,0,0,9,5
1,9,9,0,0,0,0,32,6,2993.0,2,1,493239.0,192354.0,-0.6545449999999999,51.622293,43,2,2,478.0,474.0,526.0,0,2,2,0,23,5,0,0,4,10
2,9,18,0,0,0,0,30,6,1364.0,1,7,420227.0,174723.0,-1.7101810000000002,51.471114,54,3,4,635.0,346.0,0.0,1,2,4,1,66,10,0,0,9,4
2,19,3,0,0,0,0,53,8,2987.0,2,4,548164.0,321052.0,0.194589,52.766747,32,2,1,354.0,17.0,17.0,1,1,1,0,54,8,0,0,5,4
2,9,18,0,0,0,0,65,9,1360.0,1,3,416706.0,434918.0,-1.74778,53.810286,13,2,1,200.0,6177.0,0.0,0,1,1,1,31,6,0,0,9,3
5,9,2,6,0,0,0,17,4,1198.0,1,4,375290.0,430620.0,-2.376385,53.771329,4,5,1,75.0,65.0,0.0,1,2,1,1,21,5,0,0,9,7
3,9,18,0,0,0,0,45,7,2987.0,2,7,521910.0,179550.0,-0.245009,51.501748,1,3,3,11.0,0.0,0.0,0,1,3,1,16,4,0,0,9,3
1,19,18,0,0,10,0,56,9,1870.0,2,9,422644.0,180792.0,-1.674997,51.525592,54,3,6,633.0,4.0,0.0,1,3,3,0,41,7,0,0,9,6
2,9,18,0,0,0,0,34,6,1600.0,2,5,292670.0,73932.0,-3.51649,50.555261,50,2,6,585.0,0.0,0.0,1,1,6,0,10,2,0,0,9,8
1,9,18,0,0,0,0,18,4,1299.0,1,10,533150.0,199790.0,-0.075494,51.681096,1,1,1,32.0,0.0,0.0,1,1,1,0,18,4,0,0,9,9
1,9,18,0,0,0,0,56,9,2000.0,1,11,395890.0,296980.0,-2.062073,52.570627,20,2,1,309.0,0.0,0.0,0,2,1,0,13,3,0,0,1,1
2,9,3,0,0,0,0,42,7,1984.0,1,12,545617.0,211517.0,0.109607,51.783373,42,2,1,457.0,0.0,414.0,0,2,1,1,42,7,0,0,9,4
2,9,5,0,0,0,0,39,7,1896.0,2,8,354840.0,421560.0,-2.685311,53.688527,4,2,1,83.0,5248.0,0.0,0,1,1,0,17,4,0,0,9,8
2,2,13,0,0,0,0,38,7,101.0,1,1,523140.0,186640.0,-0.22482,51.5652,1,2,2,28.0,5.0,0.0,0,2,1,0,38,7,0,0,2,5
1,9,1,0,0,0,0,70,10,1596.0,1,1,451123.0,206333.0,-1.260797,51.75336400000001,43,2,1,482.0,320.0,0.0,0,2,1,1,72,10,0,0,1,8
2,9,18,0,0,0,0,39,7,1870.0,2,11,463363.0,431386.0,-1.04003,53.774964,12,2,2,187.0,63.0,858.0,1,1,1,1,44,7,0,0,9,4
1,9,18,0,0,0,0,27,6,1242.0,1,9,445687.0,518071.0,-1.2951,54.555826,17,2,2,245.0,66.0,1130.0,0,1,1,1,27,6,0,0,9,3
1,9,18,0,0,0,0,59,9,1396.0,1,13,342960.0,463300.0,-2.872964,54.062471,4,2,1,76.0,0.0,0.0,0,2,1,1,46,8,0,0,9,1
1,9,9,0,0,0,0,65,9,1461.0,2,2,471276.0,379209.0,-0.93185,53.305041,31,2,2,341.0,638.0,12.0,1,1,2,1,76,11,0,0,9,1
2,9,3,0,0,0,0,56,9,1495.0,1,15,435883.0,564032.0,-1.441021,54.969623,10,3,1,149.0,406.0,3092.0,0,3,1,1,5,1,0,0,9,1
2,5,13,0,0,0,0,22,5,599.0,1,2,651457.0,307575.0,1.7124849999999998,52.6077,36,2,2,402.0,12.0,0.0,1,2,2,1,22,5,0,0,5,6
2,9,3,0,0,0,0,24,5,1242.0,1,13,424802.0,558990.0,-1.61454,54.924988,10,2,1,146.0,324.0,4090.0,0,2,1,1,24,5,0,0,9,1
1,9,9,0,0,0,0,38,7,1461.0,2,5,459830.0,221658.0,-1.132033,51.890274,43,2,2,481.0,4421.0,0.0,1,2,1,0,60,9,0,0,9,6
2,9,18,0,0,0,0,34,6,1242.0,1,12,429044.0,515067.0,-1.552719,54.530055,11,2,4,161.0,167.0,0.0,0,2,1,1,34,6,0,0,9,1
1,11,18,0,0,0,0,23,5,9360.0,2,6,428698.0,433115.0,-1.565839,53.793561,13,2,1,204.0,58.0,647.0,0,2,1,0,28,6,0,0,5,7
2,9,4,0,0,0,0,53,8,1796.0,1,10,500506.0,177642.0,-0.5538069999999999,51.488805,43,4,3,474.0,4.0,0.0,1,4,1,0,41,7,0,0,9,7
1,9,18,0,0,0,0,20,4,1360.0,1,12,365184.0,156097.0,-2.5008,51.302922,52,1,1,611.0,0.0,0.0,0,1,1,1,11,3,5,2,0,8
1,10,12,0,0,0,0,37,7,2198.0,2,1,330772.0,405036.0,-3.046027,53.53739,5,2,1,93.0,565.0,0.0,1,2,1,0,50,8,0,0,5,1
1,9,13,0,0,0,0,19,4,1197.0,1,4,388799.0,138080.0,-2.161491,51.141875,54,3,5,635.0,350.0,0.0,1,2,1,0,30,6,0,0,19,1
1,19,9,0,0,0,0,49,8,2402.0,2,5,424049.0,324137.0,-1.6446310000000002,52.814244,21,2,1,251.0,5.0,6.0,0,2,1,0,38,7,0,0,1,6
3,9,4,0,0,0,0,27,6,1596.0,1,13,447121.0,329302.0,-1.301593,52.859153000000006,33,4,2,366.0,1.0,1.0,1,2,1,1,44,7,0,0,9,5
1,9,18,0,0,0,0,48,8,3222.0,2,12,542690.0,190100.0,0.058454999999999986,51.591687,1,2,1,14.0,0.0,0.0,0,2,1,1,32,6,0,0,1,6
2,9,17,0,0,10,0,56,9,1388.0,1,8,545064.0,230492.0,0.109559,51.954003,41,3,2,432.0,1038.0,0.0,1,2,1,0,56,9,0,0,9,8
1,2,15,0,0,0,0,17,4,125.0,1,8,534690.0,169230.0,-0.064919,51.40611,1,2,1,19.0,213.0,0.0,0,1,1,0,17,4,0,0,2,5
2,9,5,0,7,3,0,46,8,999.0,1,2,586303.0,187224.0,0.685864,51.553136,42,2,1,460.0,0.0,0.0,0,2,1,1,46,8,0,0,9,4
1,9,5,0,0,0,0,26,6,998.0,1,13,429260.0,278321.0,-1.571356,52.402124,20,2,1,302.0,0.0,0.0,0,1,1,1,26,6,0,0,9,8
1,9,18,0,0,10,0,22,5,1343.0,1,11,428377.0,194078.0,-1.591292,51.64479,43,2,1,483.0,420.0,0.0,1,1,1,0,22,5,0,0,9,8
3,9,3,0,0,0,0,50,8,1242.0,1,3,342988.0,368309.0,-2.85509,53.208774,7,4,3,130.0,56.0,0.0,0,1,3,1,14,3,5,3,0,8
1,9,7,0,0,0,0,45,7,1390.0,1,11,530270.0,189260.0,-0.121041,51.587144,1,2,2,31.0,504.0,0.0,0,1,2,1,4,1,0,0,9,7
2,9,10,0,0,0,0,27,6,998.0,1,5,417819.0,551683.0,-1.723944,54.859622,11,2,2,169.0,11.0,0.0,0,1,1,1,77,11,0,0,9,4
1,9,18,0,0,0,0,21,5,1598.0,1,10,526540.0,406297.0,-0.09205,53.538085,16,1,1,233.0,0.0,0.0,0,1,1,1,14,3,5,1,0,1
2,9,18,0,0,0,0,49,8,1686.0,2,3,582476.0,264118.0,0.671399,52.244988,37,2,1,414.0,688.0,660.0,1,1,1,1,65,9,0,0,9,7
1,9,9,0,0,0,0,23,5,1968.0,2,7,407015.0,91659.0,-1.901983,50.724512,55,2,1,640.0,0.0,0.0,0,2,1,0,25,5,0,0,1,9
2,9,17,0,0,10,0,20,4,1598.0,1,10,345290.0,435980.0,-2.832466,53.81720600000001,4,2,3,74.0,0.0,0.0,1,2,3,0,22,5,0,0,9,4
2,9,3,0,0,0,0,31,6,1910.0,2,7,399214.0,307431.0,-2.013058,52.664594,21,3,1,254.0,34.0,0.0,0,2,1,0,31,6,0,0,9,9
1,3,4,0,0,0,0,44,7,124.0,1,2,522310.0,180950.0,-0.238764,51.514244,1,2,1,11.0,40.0,0.0,0,1,1,0,44,7,0,0,3,3
2,9,18,0,0,0,0,58,9,2933.0,1,25,392528.0,286779.0,-2.111444,52.478885,20,4,4,303.0,0.0,0.0,0,2,2,1,58,9,0,0,9,2
1,9,18,0,0,0,0,25,5,1596.0,1,13,433757.0,560936.0,-1.474591,54.941951,10,2,1,149.0,19.0,184.0,1,2,1,0,26,6,0,0,9,2
1,9,18,0,0,0,0,56,9,2198.0,2,7,372510.0,407920.0,-2.416544,53.567163,6,2,2,100.0,6536.0,0.0,0,1,2,1,54,8,0,0,9,2
2,9,18,0,0,0,0,24,5,2143.0,2,4,524290.0,181380.0,-0.210093,51.517676,1,2,2,12.0,40.0,0.0,0,2,2,0,24,5,0,0,9,9
1,11,18,0,0,0,0,55,8,4250.0,2,5,412753.0,447531.0,-1.807292,53.92376,13,1,1,200.0,6382.0,0.0,0,1,1,0,32,6,5,2,0,1
2,9,18,0,10,1,0,36,7,1149.0,1,14,526665.0,408466.0,-0.089288,53.557539,16,2,4,233.0,0.0,1212.0,0,1,3,1,18,4,0,0,9,9
1,9,18,0,7,0,0,25,5,1968.0,1,9,516250.0,185010.0,-0.324716,51.552011,1,4,1,27.0,4090.0,0.0,0,1,1,0,25,5,0,0,9,7
2,9,18,0,0,0,0,40,7,1560.0,2,1,524650.0,212420.0,-0.193851,51.796547,41,2,2,438.0,442.0,407.0,0,2,1,1,40,7,0,0,9,3
2,9,18,0,0,0,0,52,8,1598.0,1,2,340797.0,172468.0,-2.853317,51.448089,52,2,1,605.0,0.0,0.0,0,1,1,0,45,7,0,0,4,4
1,9,9,0,0,0,0,43,7,1598.0,1,12,414920.0,287300.0,-1.781728,52.48342,20,2,1,300.0,0.0,0.0,0,2,1,0,24,5,0,0,5,2
1,9,4,0,0,0,0,59,9,1388.0,1,8,556530.0,188540.0,0.257393,51.574,1,2,1,15.0,0.0,0.0,1,1,1,1,50,8,0,0,9,3
1,9,18,0,0,0,0,42,7,998.0,1,15,425886.0,565688.0,-1.597025,54.985121,10,2,3,147.0,1058.0,1307.0,0,2,2,1,68,10,0,0,9,3
2,9,17,0,4,0,0,21,5,1995.0,2,10,445040.0,341490.0,-1.330812,52.968885,30,2,1,324.0,609.0,0.0,1,2,1,0,21,5,0,0,9,7
1,9,5,0,0,0,0,21,5,1124.0,1,14,457728.0,343681.0,-1.141521,52.987365,31,2,2,343.0,60.0,0.0,0,2,2,1,38,7,0,0,9,4
2,9,18,0,0,0,0,81,11,1339.0,1,11,462753.0,303717.0,-1.074337,52.62759300000001,33,2,1,364.0,2218.0,2625.0,0,2,1,1,81,11,0,0,9,8
1,9,9,0,0,0,0,40,7,1086.0,1,6,400330.0,299210.0,-1.996562,52.59069,20,1,1,307.0,0.0,0.0,0,1,1,1,17,4,5,1,0,1
1,9,3,0,0,0,0,35,6,1560.0,2,2,465039.0,405361.0,-1.020042,53.540876,14,3,1,211.0,18.0,0.0,1,2,1,1,30,6,0,0,9,6
1,2,7,0,0,0,0,25,5,49.0,1,4,430896.0,436565.0,-1.532129,53.824443,13,2,2,204.0,0.0,6159.0,0,1,1,0,25,5,0,0,2,1
2,9,18,0,0,0,0,66,10,1598.0,1,4,320155.0,123933.0,-3.139468,51.009217,52,2,4,608.0,38.0,0.0,0,1,1,1,31,6,0,0,9,10
1,9,18,0,0,4,0,39,7,1461.0,2,5,538050.0,263820.0,0.021056,52.255238,35,1,1,395.0,0.0,0.0,1,1,1,1,39,7,0,0,9,10
2,9,2,0,0,0,0,36,7,1560.0,2,1,354700.0,429910.0,-2.688657,53.76356,4,2,3,79.0,0.0,0.0,0,2,2,1,67,10,0,0,9,3
1,9,18,0,0,0,0,79,11,1388.0,1,6,329076.0,386469.0,-3.067419,53.370304,5,2,1,95.0,0.0,0.0,1,2,1,0,48,8,0,0,9,6
3,9,18,0,0,0,0,24,5,998.0,1,12,440880.0,335450.0,-1.393509,52.914925,30,3,3,323.0,52.0,0.0,1,1,1,1,24,5,0,0,9,3
2,9,4,0,0,0,0,28,6,1798.0,2,1,505888.0,428795.0,-0.39588,53.744786,16,2,2,228.0,1231.0,0.0,0,2,2,1,28,6,0,0,9,4
1,9,18,0,0,0,0,57,9,1461.0,2,4,423231.0,566120.0,-1.638478,54.989133,10,2,1,147.0,167.0,189.0,0,2,1,0,57,9,0,0,9,5
2,3,18,0,0,0,0,61,9,897.0,1,9,336950.0,387355.0,-2.949272,53.379266,5,2,1,91.0,561.0,0.0,0,2,1,0,61,9,0,0,3,2
1,9,18,0,0,0,0,34,6,2993.0,2,9,433313.0,426326.0,-1.496515,53.732269,13,2,2,204.0,0.0,0.0,0,2,1,0,44,7,0,0,9,7
1,9,18,0,0,0,0,69,10,1398.0,2,6,433125.0,552557.0,-1.485417,54.8667,10,2,2,150.0,182.0,1286.0,0,1,1,1,69,10,0,0,9,4
2,9,3,0,0,0,0,81,11,1560.0,2,3,502108.0,458816.0,-0.4431850000000001,54.015264,16,2,3,231.0,1249.0,614.0,1,1,3,1,50,8,0,0,9,6
2,11,17,0,0,0,0,43,7,9000.0,2,16,602095.0,214350.0,0.929024,51.791283,42,2,38,455.0,0.0,0.0,1,2,38,1,16,4,0,0,11,8
1,9,16,0,0,4,0,20,4,1560.0,2,1,435195.0,442112.0,-1.466191,53.874024,13,1,3,204.0,0.0,0.0,1,1,1,0,20,4,0,0,9,9
1,9,1,0,0,0,0,60,9,1598.0,1,10,392867.0,374322.0,-2.108402,53.265843,7,1,1,129.0,5470.0,465.0,0,1,1,1,61,9,10,9,0,6
1,9,18,0,0,0,0,49,8,1699.0,1,10,531880.0,166470.0,-0.106319,51.381967,1,4,4,20.0,235.0,0.0,0,2,3,1,33,6,0,0,9,2
2,9,18,0,0,0,0,20,4,1240.0,1,8,514800.0,190590.0,-0.343797,51.602459,1,2,2,29.0,0.0,0.0,0,2,2,0,4,1,0,0,9,5
1,9,18,0,0,0,0,61,9,1910.0,2,9,472982.0,266300.0,-0.931415,52.289997,34,2,2,381.0,5199.0,24.0,1,1,1,1,61,9,0,0,9,9
1,9,18,0,0,0,0,22,5,998.0,1,1,397797.0,311599.0,-2.034039,52.702059,21,2,3,250.0,29.0,56.0,0,2,1,0,48,8,0,0,9,2
1,9,9,0,0,0,0,49,8,2902.0,2,10,536850.0,177030.0,-0.030871,51.475686,1,2,1,7.0,2.0,0.0,0,2,1,0,25,5,0,0,3,5
2,9,2,0,4,0,0,71,10,1560.0,2,1,412495.0,524223.0,-1.808049,54.613013,11,3,2,169.0,42.0,0.0,1,1,2,1,5,1,0,0,9,4
1,19,18,0,0,0,0,72,10,2800.0,2,9,447450.0,327515.0,-1.296966,52.843061,33,2,1,366.0,453.0,453.0,1,2,1,1,20,4,0,0,9,10
2,9,18,0,0,0,0,32,6,1242.0,1,9,432376.0,433723.0,-1.509945,53.79881,13,5,3,204.0,0.0,0.0,0,2,1,1,6,2,0,0,9,1
2,9,18,0,0,0,0,49,8,1598.0,1,4,251818.0,56697.0,-4.085997,50.391433,50,2,1,583.0,0.0,0.0,1,1,1,1,39,7,0,0,9,6
1,9,18,0,0,9,0,22,5,1149.0,1,9,471409.0,160859.0,-0.976179,51.342341,44,1,2,494.0,33.0,0.0,1,1,2,1,20,4,0,0,9,3
1,9,18,0,7,1,0,54,8,1997.0,2,5,391858.0,173171.0,-2.118576,51.457457,54,1,1,635.0,4.0,0.0,1,1,1,0,54,8,0,0,9,10
2,9,16,0,0,0,0,45,7,1896.0,2,12,376780.0,405800.0,-2.351914,53.548316,6,4,5,101.0,667.0,0.0,1,2,2,1,45,7,0,0,9,9
2,9,3,0,0,0,0,19,4,1149.0,1,3,275231.0,69029.0,-3.760911,50.507724,50,2,2,584.0,38.0,3352.0,1,2,1,1,19,4,0,0,9,9
2,9,18,0,0,0,0,18,4,1124.0,1,13,239341.0,85156.0,-4.273644,50.643885,50,2,3,589.0,0.0,0.0,1,2,3,0,44,7,0,0,9,5
2,9,4,0,0,0,0,55,8,1870.0,2,12,389985.0,323743.0,-2.150021,52.811138,21,4,5,255.0,52.0,0.0,0,3,5,1,59,9,0,0,9,6
2,9,18,0,0,7,0,41,7,1997.0,12,1,502328.0,178177.0,-0.527419,51.493287,43,2,1,473.0,4.0,0.0,1,2,1,1,41,7,0,0,9,5
1,9,18,0,0,0,0,49,8,1598.0,1,12,457801.0,299826.0,-1.148166,52.593167,33,1,1,364.0,2857.0,217.0,0,1,1,0,6,2,5,4,0,1
2,9,7,0,0,0,0,48,8,2497.0,1,4,538760.0,188890.0,0.001282,51.581795,1,2,2,13.0,104.0,104.0,1,1,1,1,65,9,0,0,9,3
2,2,2,0,0,0,0,56,9,49.0,1,3,394530.0,271050.0,-2.081705,52.337504,22,2,1,270.0,448.0,0.0,0,2,1,0,56,9,9,9,0,4
1,9,18,0,4,0,0,32,6,1360.0,1,6,432370.0,334880.0,-1.520114,52.910379000000006,30,2,2,323.0,5020.0,0.0,0,1,1,0,32,6,0,0,9,9
