Vehicle_Reference_df_res,Vehicle_Type,Vehicle_Manoeuvre,Vehicle_Location-Restricted_Lane,Hit_Object_in_Carriageway,Hit_Object_off_Carriageway,Was_Vehicle_Left_Hand_Drive?,Age_of_Driver,Age_Band_of_Driver,Engine_Capacity_(CC),Propulsion_Code,Age_of_Vehicle,Location_Easting_OSGR,Location_Northing_OSGR,Longitude,Latitude,Police_Force,Number_of_Vehicles,Number_of_Casualties,Local_Authority_(District),1st_Road_Number,2nd_Road_Number,Urban_or_Rural_Area,Vehicle_Reference_df,Casualty_Reference,Sex_of_Casualty,Age_of_Casualty,Age_Band_of_Casualty,Pedestrian_Location,Pedestrian_Movement,Casualty_Type,Casualty_IMD_Decile
2,9,4,0,0,0,0,29,6,1248.0,2,4,590191.0,311937.0,0.811497,52.671758,36,3,1,400.0,47.0,0.0,1,2,1,1,29,6,0,0,9,9
2,9,7,0,0,0,0,23,5,1598.0,1,12,429653.0,438791.0,-1.550797,53.84452099999999,13,2,2,204.0,6120.0,0.0,0,1,1,1,82,11,0,0,9,10
4,9,6,0,0,0,0,43,7,1998.0,2,9,340132.0,391426.0,-2.902219,53.416225,5,4,1,91.0,57.0,0.0,0,2,1,0,30,6,0,0,9,1
2,9,18,0,0,0,0,53,8,1461.0,2,12,475090.0,260237.0,-0.901862,52.235216,34,2,1,384.0,428.0,428.0,0,2,1,1,14,3,0,0,9,7
1,9,3,0,0,0,0,57,9,1686.0,2,12,373285.0,373929.0,-2.40195,53.26168199999999,7,4,3,130.0,6.0,0.0,1,4,2,0,39,7,0,0,9,2
1,9,18,0,0,0,0,34,6,2993.0,2,9,433313.0,426326.0,-1.496515,53.732269,13,2,2,204.0,0.0,0.0,0,1,2,0,8,2,0,0,9,7
2,9,9,0,0,0,0,43,7,1997.0,2,5,457531.0,403138.0,-1.133729,53.521771,14,2,2,211.0,0.0,0.0,0,2,1,0,43,7,0,0,9,6
1,9,7,0,0,0,0,39,7,1590.0,1,11,293393.0,91433.0,-3.5113260000000004,50.712722,50,2,1,581.0,0.0,0.0,0,2,1,0,65,9,0,0,1,10
2,9,9,0,0,0,0,47,8,2148.0,2,9,528500.0,170150.0,-0.15353,51.415813,1,2,4,22.0,216.0,0.0,0,2,4,0,17,4,0,0,9,7
1,9,16,0,10,0,0,35,6,1396.0,1,10,539430.0,237636.0,0.030532,52.019632,41,1,1,433.0,1368.0,0.0,1,1,1,1,35,6,0,0,9,9
1,9,12,0,0,0,0,42,7,1995.0,2,3,430184.0,454973.0,-1.541136,53.989926,12,2,4,182.0,61.0,0.0,0,2,2,1,32,6,0,0,9,5
1,9,10,0,0,0,0,28,6,1769.0,2,23,262858.0,55780.0,-3.930447,50.385872,50,2,1,584.0,3213.0,0.0,1,2,1,0,39,7,0,0,5,7
2,9,3,0,0,0,0,67,10,1598.0,1,11,456437.0,360776.0,-1.157759,53.141153,31,3,2,344.0,6117.0,0.0,0,3,2,1,21,5,0,0,9,3
2,9,18,0,0,0,0,77,11,1198.0,1,8,400958.0,313771.0,-1.987254,52.721589,21,2,1,250.0,460.0,0.0,1,2,1,0,77,11,0,0,9,4
1,9,18,0,0,2,0,39,7,1794.0,1,12,336758.0,392059.0,-2.953103,53.421519,5,2,2,91.0,0.0,0.0,0,2,2,0,17,4,0,0,8,1
1,9,4,0,0,0,0,23,5,1242.0,1,11,435683.0,437259.0,-1.459331,53.830374,13,3,3,204.0,0.0,0.0,0,2,2,1,27,6,0,0,9,2
1,9,9,0,0,0,0,30,6,1753.0,2,7,581402.0,213659.0,0.62897,51.792165,42,2,1,451.0,1383.0,0.0,0,2,1,1,29,6,0,0,1,8
2,9,18,0,0,0,0,32,6,1388.0,1,5,424422.0,422332.0,-1.6315959999999998,53.696862,13,2,1,203.0,638.0,0.0,0,2,1,1,32,6,0,0,9,3
1,9,18,0,4,0,0,94,11,1896.0,2,9,476571.0,195972.0,-0.894473,51.657329,43,3,1,480.0,40.0,0.0,1,1,1,1,94,11,0,0,9,8
1,8,18,0,0,4,0,51,8,1796.0,1,11,525350.0,188290.0,-0.192365,51.579542,1,1,1,30.0,0.0,0.0,0,1,1,0,51,8,0,0,8,3
1,9,18,0,0,0,0,63,9,1591.0,1,2,483936.0,236777.0,-0.7781399999999999,52.023071,43,3,4,479.0,129.0,0.0,0,3,3,0,43,7,0,0,9,5
2,97,18,0,0,0,0,18,4,49.0,1,12,599515.0,227944.0,0.8995049999999999,51.914275,42,2,2,455.0,0.0,0.0,0,1,1,1,25,5,0,0,9,9
1,9,4,0,0,0,0,52,8,1968.0,2,1,517780.0,178270.0,-0.30490900000000004,51.491119,1,3,3,25.0,4.0,0.0,0,2,2,0,43,7,0,0,8,8
1,9,3,0,0,0,0,39,7,1995.0,2,1,360130.0,174639.0,-2.575381,51.469304,52,2,1,601.0,0.0,0.0,0,1,1,0,8,2,5,9,0,1
2,8,18,0,0,0,0,49,8,2143.0,2,3,528410.0,180380.0,-0.151112,51.507769,1,2,1,1.0,0.0,0.0,0,2,1,0,33,6,0,0,8,3
2,9,18,0,0,0,0,34,6,2993.0,2,1,556791.0,362791.0,0.34252,53.139205,32,2,2,351.0,592.0,518.0,0,2,2,1,34,6,0,0,9,2
4,9,18,0,0,0,0,32,6,1299.0,1,12,401500.0,182576.0,-1.979764,51.54208,54,4,3,635.0,4.0,0.0,1,1,1,1,28,6,0,0,9,6
1,8,18,0,0,0,0,34,6,1997.0,2,3,533320.0,179320.0,-0.080805,51.497107,1,1,1,8.0,100.0,0.0,0,1,1,1,29,6,5,1,0,3
1,19,9,0,0,0,0,50,8,2198.0,2,4,624782.0,310539.0,1.321283,52.645984,36,1,1,401.0,1042.0,0.0,0,1,1,1,13,3,5,1,0,4
2,9,9,0,0,0,0,21,5,1968.0,2,8,362983.0,386877.0,-2.5578990000000004,53.37744100000001,7,2,2,128.0,50.0,0.0,0,2,2,0,28,6,0,0,9,2
2,19,18,0,0,0,0,41,7,2198.0,2,1,433503.0,429762.0,-1.493264,53.763139,13,4,2,204.0,639.0,0.0,1,4,1,0,56,9,0,0,9,3
2,5,18,0,0,0,0,32,6,998.0,1,11,531150.0,164040.0,-0.117699,51.360298,1,2,1,20.0,23.0,0.0,0,2,1,0,32,6,0,0,5,2
2,9,12,0,0,0,0,39,7,1598.0,1,2,570009.0,188607.0,0.451748,51.570701,42,2,2,450.0,176.0,1321.0,1,1,1,0,39,7,0,0,9,3
1,9,18,0,0,0,0,35,6,1998.0,2,3,545980.0,179930.0,0.101699,51.499464,1,2,2,6.0,2016.0,2041.0,1,1,1,0,35,6,0,0,9,2
1,9,18,0,0,0,0,21,5,1598.0,1,3,552298.0,230736.0,0.214853,51.954263,42,2,1,463.0,11.0,0.0,1,2,1,1,34,6,0,0,9,9
1,9,4,0,0,0,0,19,4,1229.0,1,1,455383.0,219297.0,-1.197022,51.869507,43,3,1,481.0,41.0,34.0,1,2,1,0,23,5,0,0,9,7
1,9,9,0,0,0,0,24,5,1796.0,1,12,442850.0,111210.0,-1.392048,50.898785,44,2,1,500.0,3038.0,3025.0,0,1,1,1,24,5,0,0,9,3
1,9,18,0,4,0,0,25,5,1968.0,2,6,365618.0,155768.0,-2.494543,51.29999,52,2,2,611.0,3355.0,0.0,0,2,2,1,19,4,0,0,9,9
3,9,18,0,0,0,0,38,7,1995.0,2,12,330283.0,135867.0,-2.997435,51.117831,52,4,3,607.0,38.0,0.0,0,4,2,1,22,5,0,0,9,8
1,21,18,0,0,0,0,62,9,11946.0,2,6,453671.0,303901.0,-1.208467,52.630219,33,2,2,360.0,5380.0,1613.0,0,2,1,0,44,7,0,0,19,7
2,9,12,0,0,0,0,55,8,1590.0,1,12,534510.0,177800.0,-0.064251,51.483167,1,2,2,8.0,2.0,0.0,0,1,1,0,27,6,0,0,5,4
1,9,7,0,0,0,0,33,6,1796.0,1,11,384689.0,255536.0,-2.225428,52.197842,22,2,3,276.0,0.0,0.0,0,1,2,1,8,2,0,0,9,5
1,19,1,0,0,0,0,45,7,2198.0,2,8,518880.0,176210.0,-0.289765,51.472374,1,1,1,24.0,0.0,0.0,0,1,1,0,1,1,9,5,0,9
2,9,18,0,0,0,0,46,8,1598.0,2,4,578344.0,183231.0,0.569168,51.51984,42,2,1,453.0,130.0,0.0,0,2,1,1,46,8,0,0,9,4
1,9,5,0,0,0,0,45,7,2967.0,2,3,408375.0,324411.0,-1.877175,52.817175,21,2,1,251.0,5014.0,426.0,1,2,1,0,37,7,0,0,1,9
2,9,18,0,0,0,0,29,6,2143.0,2,6,543830.0,177530.0,0.06977,51.478449,1,2,1,6.0,0.0,0.0,0,1,1,0,24,5,0,0,9,2
2,5,7,0,0,0,0,49,8,1165.0,1,12,531170.0,181120.0,-0.11109,51.513786,48,2,1,570.0,4.0,400.0,0,2,1,0,49,8,0,0,5,8
1,9,3,0,0,0,0,54,8,2497.0,1,10,517100.0,180540.0,-0.313947,51.511662,1,2,1,27.0,4020.0,0.0,0,2,1,0,35,6,0,0,1,1
2,9,7,0,0,0,0,32,6,1388.0,1,12,481339.0,352255.0,-0.787722,53.061362,31,2,1,345.0,6326.0,0.0,0,1,1,0,11,3,0,0,1,4
2,5,18,0,0,0,0,41,7,598.0,1,18,384036.0,143908.0,-2.229835,51.194166,54,2,1,635.0,270.0,273.0,1,2,1,0,41,7,0,0,5,2
2,9,6,0,0,0,0,30,6,1596.0,1,11,503153.0,427272.0,-0.437841,53.73165,16,3,2,231.0,1105.0,0.0,0,2,1,1,30,6,0,0,9,4
1,3,18,0,0,0,0,23,5,124.0,1,4,438920.0,336840.0,-1.422489,52.927565,30,2,1,323.0,0.0,0.0,0,1,1,0,23,5,0,0,3,5
2,2,18,0,0,0,0,28,6,114.0,1,1,520370.0,230490.0,-0.249588,51.959873,41,2,1,433.0,505.0,489.0,1,2,1,0,28,6,0,0,2,6
1,9,18,0,0,0,0,22,5,998.0,1,3,430597.0,561426.0,-1.523864,54.94655699999999,10,2,3,146.0,184.0,4107.0,0,2,3,0,79,11,0,0,11,4
2,9,18,0,0,0,0,31,6,1398.0,1,13,406860.0,280160.0,-1.900557,52.419391,20,3,2,300.0,0.0,0.0,0,2,2,0,31,6,0,0,9,3
1,9,18,0,0,0,0,52,8,1242.0,1,4,439240.0,336740.0,-1.417741,52.926642,30,3,2,323.0,0.0,0.0,0,1,1,1,52,8,0,0,9,9
1,19,18,0,0,0,0,22,5,2148.0,2,7,544610.0,291190.0,0.128888,52.499445,35,3,3,392.0,1098.0,1093.0,1,3,3,0,30,6,0,0,9,9
2,9,16,0,0,0,0,34,6,1587.0,1,8,423608.0,572088.0,-1.632096,55.04274399999999,10,2,1,148.0,6619.0,0.0,1,2,1,1,62,9,0,0,9,2
1,9,9,0,0,0,0,27,6,1198.0,1,2,439192.0,391280.0,-1.411791,53.416875,14,2,1,215.0,6109.0,0.0,0,1,1,1,27,6,0,0,9,4
1,9,18,0,0,0,0,37,7,1398.0,2,4,387381.0,351215.0,-2.189732,53.058034,21,2,2,257.0,5272.0,0.0,0,2,2,1,51,8,0,0,9,7
2,9,18,0,4,0,0,43,7,1598.0,1,7,505052.0,250763.0,-0.4662020000000001,52.145176,40,3,5,420.0,0.0,0.0,0,2,4,0,3,1,0,0,9,2
1,9,6,0,0,0,0,28,6,1242.0,1,1,372844.0,165097.0,-2.391614,51.384264,52,2,1,611.0,0.0,0.0,0,2,1,0,44,7,0,0,1,9
2,9,3,0,0,0,0,53,8,1199.0,2,1,546020.0,174250.0,0.09993,51.448416,1,4,1,18.0,0.0,0.0,0,2,1,1,53,8,0,0,9,9
1,19,18,0,0,0,0,45,7,1996.0,2,1,566701.0,205597.0,0.4121510000000001,51.724314,42,2,1,454.0,414.0,0.0,1,2,1,0,33,6,0,0,19,8
2,9,18,0,0,0,0,62,9,2000.0,2,10,629054.0,308406.0,1.382835,52.625058,36,2,1,401.0,1042.0,0.0,1,1,1,1,51,8,0,0,9,7
1,9,17,0,0,0,0,27,6,1595.0,1,10,508120.0,173310.0,-0.445508,51.448465,1,2,1,25.0,0.0,0.0,0,2,1,1,31,6,0,0,1,6
2,8,18,2,0,0,0,28,6,1997.0,2,11,460362.0,402116.0,-1.0912309999999998,53.512269,14,2,2,211.0,638.0,0.0,0,1,1,1,32,6,0,0,9,5
1,9,18,0,0,0,0,22,5,1388.0,1,6,380210.0,410000.0,-2.300416,53.586207,6,2,2,101.0,56.0,0.0,0,2,1,0,37,7,0,0,9,6
2,21,18,0,0,0,0,46,8,10837.0,2,4,447313.0,404766.0,-1.287587,53.53742,14,3,1,211.0,635.0,0.0,1,1,1,1,28,6,0,0,9,8
2,9,9,0,0,0,0,52,8,1299.0,1,12,395825.0,287122.0,-2.062905,52.482004,20,2,1,305.0,0.0,0.0,0,2,1,1,52,8,0,0,9,3
3,21,18,0,0,0,0,29,6,12419.0,2,3,444960.0,359800.0,-1.329454,53.13347,30,10,3,321.0,1.0,0.0,1,9,3,0,38,7,0,0,9,9
3,9,18,0,0,0,0,33,6,1910.0,2,7,461445.0,301264.0,-1.094113,52.60569399999999,33,5,5,367.0,563.0,0.0,1,4,2,0,76,11,0,0,9,9
3,9,4,0,0,0,0,44,7,1796.0,1,7,483879.0,235693.0,-0.7792359999999999,52.013336,43,3,4,479.0,9.0,0.0,0,3,3,1,44,7,0,0,9,7
1,9,3,0,0,0,0,47,8,1995.0,2,1,535530.0,182920.0,-0.047605,51.528933,1,2,1,5.0,135.0,0.0,0,1,1,1,47,8,0,0,9,1
1,9,4,0,0,0,0,48,8,1598.0,1,7,386280.0,438050.0,-2.209978,53.838517,4,1,1,77.0,0.0,0.0,0,1,1,0,14,3,4,4,0,1
2,9,11,2,0,0,0,62,9,1799.0,1,8,504273.0,487144.0,-0.400379,54.269329000000006,12,2,1,186.0,165.0,562.0,0,1,1,0,1,1,0,0,11,1
2,9,4,0,7,0,0,33,6,1995.0,2,5,399770.0,277920.0,-2.0048060000000003,52.399295,20,2,2,300.0,0.0,0.0,0,2,1,1,33,6,0,0,9,1
2,9,18,0,0,0,0,28,6,1896.0,2,13,376020.0,395120.0,-2.362564,53.452287,6,3,3,112.0,5158.0,5158.0,0,2,1,1,19,4,0,0,9,8
2,8,18,0,0,0,0,45,7,1598.0,2,1,446854.0,271206.0,-1.313764,52.336944,23,2,3,292.0,0.0,0.0,1,2,3,1,71,10,0,0,8,9
2,9,17,0,0,0,0,20,4,1149.0,1,4,484511.0,412187.0,-0.724438,53.599447,16,3,4,232.0,1216.0,0.0,1,2,3,0,10,2,0,0,9,5
2,19,4,0,0,0,0,34,6,2148.0,2,9,453795.0,278974.0,-1.21066,52.406137,23,3,1,292.0,6.0,0.0,1,2,1,0,34,6,0,0,19,8
1,5,18,0,0,0,0,40,7,749.0,1,10,525993.0,409817.0,-0.098882,53.569837,16,2,1,233.0,0.0,0.0,0,1,1,0,40,7,0,0,5,4
2,9,18,0,0,0,0,51,8,1598.0,1,6,341944.0,386395.0,-2.874032,53.371212,5,2,2,91.0,562.0,5171.0,0,1,2,1,56,9,0,0,9,2
1,19,2,0,0,0,0,47,8,2148.0,2,9,533340.0,193080.0,-0.075303,51.620754,1,2,1,32.0,0.0,0.0,0,1,1,0,47,8,9,5,0,2
2,9,18,0,0,0,0,18,4,998.0,1,5,334101.0,399122.0,-2.99456,53.48467,5,3,3,93.0,5422.0,0.0,0,2,3,1,29,6,0,0,9,1
2,9,18,0,0,0,0,42,7,1896.0,2,8,251991.0,147673.0,-4.120262,51.209032,50,2,1,582.0,399.0,0.0,0,1,1,0,32,6,6,9,0,2
1,9,3,0,0,0,0,32,6,1299.0,1,14,419457.0,433791.0,-1.706074,53.800062,13,2,4,200.0,647.0,647.0,0,2,3,1,30,6,0,0,9,1
1,9,18,0,10,2,0,64,9,999.0,1,2,533030.0,188060.0,-0.08167999999999999,51.575717,1,2,2,31.0,0.0,0.0,0,1,2,1,62,9,0,0,9,3
2,9,2,0,4,0,0,27,6,2184.0,2,19,544430.0,185750.0,0.08176900000000001,51.552157,1,3,2,14.0,0.0,0.0,0,2,1,0,27,6,0,0,9,2
1,9,9,0,0,0,0,64,9,1895.0,1,16,351598.0,142010.0,-2.693761,51.175267,52,2,1,606.0,39.0,0.0,1,2,1,1,53,8,0,0,9,10
1,9,18,0,10,10,0,32,6,2231.0,2,8,412690.0,275380.0,-1.815014,52.376316,20,1,1,306.0,0.0,0.0,1,1,1,0,32,6,0,0,9,1
1,9,18,0,0,0,0,24,5,1796.0,1,12,519440.0,299640.0,-0.238656,52.581461,35,3,1,394.0,0.0,0.0,0,2,1,0,27,6,0,0,9,3
1,9,9,0,0,0,0,22,5,1997.0,2,6,539660.0,187610.0,0.013754,51.570071,1,2,2,13.0,11.0,0.0,0,2,1,0,27,6,0,0,3,3
2,9,4,0,0,0,0,38,7,1956.0,2,6,502406.0,222587.0,-0.513275,51.892438,40,2,2,424.0,0.0,0.0,0,2,1,0,5,1,0,0,9,4
5,9,18,0,0,0,0,25,5,1124.0,1,10,450584.0,414517.0,-1.236661,53.62475300000001,13,6,4,206.0,1.0,0.0,1,2,1,0,28,6,0,0,9,1
2,5,18,0,0,0,0,45,7,779.0,1,3,533350.0,180710.0,-0.079848,51.509591,48,2,2,570.0,3211.0,0.0,0,1,1,1,25,5,0,0,1,5
2,9,18,0,0,0,0,22,5,1896.0,2,7,460429.0,305262.0,-1.108384,52.641744,33,2,5,364.0,47.0,1420.0,0,2,5,0,20,4,0,0,9,2
1,9,9,0,0,0,0,26,6,1598.0,1,10,458116.0,339786.0,-1.13644,52.952314,31,2,3,346.0,612.0,0.0,0,1,2,0,26,6,0,0,9,3
2,9,3,0,0,0,0,43,7,1461.0,2,10,340668.0,400393.0,-2.895851,53.496875,5,3,3,90.0,506.0,0.0,1,2,1,1,43,7,0,0,9,5
1,9,18,0,0,0,0,58,9,1968.0,2,1,360558.0,174246.0,-2.569176,51.4658,52,2,2,601.0,432.0,0.0,0,1,2,1,27,6,0,0,9,1
2,9,3,0,0,0,0,33,6,1197.0,1,1,343642.0,391608.0,-2.849448,53.418248,5,2,4,90.0,0.0,0.0,0,2,1,1,32,6,0,0,9,1
2,9,18,0,0,0,0,35,6,1360.0,1,13,567838.0,181982.0,0.417295,51.511836,42,2,1,462.0,0.0,0.0,1,2,1,0,7,2,0,0,9,4
3,9,4,0,0,0,0,34,6,1497.0,8,1,523596.0,222325.0,-0.205591,51.885792,41,4,2,435.0,1.0,0.0,1,3,2,1,34,6,0,0,9,10
2,9,18,0,0,0,0,24,5,1149.0,1,4,438920.0,225110.0,-1.435461,51.923157,43,2,2,485.0,4030.0,0.0,1,2,2,1,24,5,0,0,9,10
1,9,18,0,0,0,0,21,5,1598.0,1,10,317324.0,121950.0,-3.179359,50.990988,52,2,3,608.0,38.0,0.0,1,2,2,0,58,9,0,0,9,2
1,9,18,0,10,2,0,37,7,1595.0,1,12,530300.0,164820.0,-0.129615,51.367503,1,1,1,21.0,232.0,0.0,0,1,1,0,6,2,0,0,9,5
1,9,4,0,0,0,0,36,7,1997.0,2,6,540490.0,181760.0,0.023389,51.517298,1,2,3,17.0,13.0,0.0,0,1,1,0,36,7,0,0,9,7
1,9,18,0,0,0,0,41,7,996.0,1,2,528450.0,184870.0,-0.1489,51.54811,1,1,1,2.0,0.0,0.0,0,1,1,1,46,8,9,5,0,2
1,3,14,0,0,0,0,47,8,125.0,1,1,527490.0,177190.0,-0.165512,51.479309,1,1,1,10.0,3031.0,0.0,0,1,1,1,47,8,0,0,3,7
1,9,18,0,0,0,0,33,6,2231.0,2,5,415242.0,434729.0,-1.7700220000000002,53.808632,13,2,2,200.0,0.0,0.0,0,2,1,0,63,9,0,0,9,1
1,9,18,0,0,0,0,21,5,1598.0,2,2,441139.0,383724.0,-1.3834799999999998,53.348814,14,3,1,215.0,0.0,0.0,0,2,1,0,25,5,0,0,9,6
3,9,3,0,0,0,0,43,7,1229.0,1,8,430289.0,554712.0,-1.529377,54.886244,10,3,2,150.0,182.0,182.0,1,2,2,0,25,5,0,0,9,1
2,9,9,0,0,0,0,43,7,1248.0,2,2,498543.0,179781.0,-0.5814739999999999,51.508377,43,2,2,473.0,4.0,412.0,0,2,2,0,43,7,0,0,9,9
1,9,5,0,0,0,0,63,9,1422.0,2,5,403090.0,437274.0,-1.954533,53.831718,13,2,1,200.0,6142.0,0.0,0,2,1,0,43,7,0,0,1,6
1,9,18,0,0,0,0,49,8,1598.0,1,8,384420.0,400390.0,-2.236339,53.499973,6,2,3,102.0,665.0,6010.0,0,2,3,1,28,6,0,0,9,2
1,9,18,0,0,0,0,18,4,1598.0,2,4,411028.0,553884.0,-1.82965,54.879595,11,2,2,169.0,6309.0,6310.0,1,1,2,0,19,4,0,0,9,4
3,19,4,0,0,0,0,49,8,2198.0,2,8,428235.0,573362.0,-1.559565,55.053952,10,4,2,148.0,19.0,0.0,1,3,2,0,49,8,0,0,19,8
2,9,4,0,0,0,0,18,4,1299.0,1,12,504680.0,248355.0,-0.4723770000000001,52.123605,40,4,6,420.0,5141.0,0.0,0,3,3,1,65,9,0,0,9,9
2,9,18,0,0,11,0,33,6,1461.0,2,8,290633.0,63913.0,-3.542296,50.464815,50,2,4,587.0,0.0,0.0,0,1,1,0,24,5,0,0,9,3
1,9,18,0,0,0,0,52,8,998.0,1,3,394760.0,395720.0,-2.0803830000000003,53.458204,6,1,1,110.0,0.0,0.0,0,1,1,0,11,3,5,3,0,1
1,9,9,0,0,0,0,21,5,1199.0,1,11,534630.0,181310.0,-0.061186,51.51468,1,2,1,5.0,13.0,0.0,0,2,1,0,37,7,0,0,3,4
2,17,9,0,0,0,0,24,5,6788.0,2,6,315420.0,552040.0,-3.319024,54.855978,3,2,3,60.0,5302.0,0.0,1,1,3,1,2,1,0,0,9,4
2,21,18,0,0,0,0,55,8,4500.0,2,8,460901.0,522344.0,-1.059008,54.592623,17,2,1,241.0,174.0,1269.0,1,1,1,0,25,5,0,0,9,6
1,9,5,0,0,0,0,49,8,1968.0,2,1,525256.0,213776.0,-0.184579,51.808597,41,2,1,438.0,1000.0,1000.0,1,2,1,1,54,8,0,0,9,5
1,9,6,0,0,0,0,45,7,3997.0,2,8,471157.0,173550.0,-0.977255,51.456467,43,1,1,472.0,7201.0,7201.0,0,1,1,1,21,5,1,2,0,10
2,9,18,0,10,10,0,33,6,1998.0,1,11,385840.0,437440.0,-2.2166360000000003,53.833022,4,5,7,77.0,0.0,0.0,0,1,6,0,43,7,0,0,9,2
2,9,3,0,0,0,0,27,6,1995.0,2,4,499863.0,224051.0,-0.5497920000000001,51.906057,40,4,3,424.0,5.0,0.0,1,3,3,0,31,6,0,0,9,8
1,9,18,0,0,0,0,37,7,1998.0,1,10,542060.0,189860.0,0.04927,51.589689,1,2,2,14.0,1400.0,0.0,0,2,2,0,37,7,0,0,9,5
1,9,18,0,0,6,0,61,9,1596.0,1,5,455113.0,220016.0,-1.200828,51.875998,43,37,36,481.0,40.0,0.0,1,12,6,0,43,7,0,0,9,10
2,3,17,0,0,0,0,21,5,124.0,1,2,496185.0,179581.0,-0.615494,51.506985,43,2,3,473.0,7302.0,7302.0,0,2,2,0,24,5,0,0,3,2
1,9,18,0,0,0,0,28,6,1600.0,1,15,414741.0,189991.0,-1.788529,51.608563,54,2,2,633.0,4019.0,419.0,1,2,1,1,17,4,0,0,9,5
2,9,4,0,0,0,0,36,7,1591.0,1,1,431977.0,426301.0,-1.516768,53.732128,13,2,1,204.0,62.0,62.0,1,2,1,0,36,7,0,0,9,8
2,9,18,0,0,0,0,41,7,1968.0,2,7,586453.0,245891.0,0.719579,52.079973,37,3,6,410.0,1064.0,711.0,1,3,4,1,31,6,0,0,9,3
1,9,1,9,0,0,0,51,8,1997.0,2,5,294547.0,91806.0,-3.495093,50.716285,50,2,1,581.0,0.0,0.0,0,2,1,0,11,3,0,0,1,4
1,9,16,0,0,7,0,20,4,1149.0,1,9,489746.0,226561.0,-0.696157,51.930337,43,1,1,476.0,4146.0,0.0,1,1,1,1,20,4,0,0,9,9
2,9,3,0,0,0,0,24,5,1587.0,1,9,576188.0,254710.0,0.574508,52.162539,37,3,1,414.0,143.0,0.0,1,2,1,1,24,5,0,0,9,7
1,9,9,0,0,1,0,22,5,1997.0,1,14,392879.0,221818.0,-2.104889,51.894865,53,2,2,620.0,40.0,4633.0,0,1,2,0,22,5,0,0,9,1
1,9,18,0,0,0,0,22,5,1360.0,1,13,406652.0,276801.0,-1.903681,52.38919600000001,22,1,1,274.0,0.0,0.0,1,1,1,0,22,5,0,0,9,1
2,9,18,0,0,0,0,32,6,1896.0,2,13,389184.0,344658.0,-2.162608,52.99913299999999,21,2,3,257.0,5007.0,0.0,0,1,1,1,22,5,0,0,9,1
3,9,18,0,0,0,0,44,7,1598.0,1,10,443104.0,518257.0,-1.335008,54.557724,17,3,4,245.0,1027.0,0.0,0,2,4,1,3,1,0,0,9,4
1,9,18,0,0,0,0,58,9,1686.0,2,8,411470.0,288620.0,-1.832485,52.49537,20,1,1,300.0,0.0,0.0,0,1,1,1,6,2,5,3,0,3
1,9,18,0,0,7,0,18,4,1596.0,1,13,454729.0,239245.0,-1.203348,52.04890200000001,34,1,1,385.0,422.0,0.0,1,1,1,1,18,4,0,0,9,8
1,9,18,0,0,0,0,47,8,2204.0,2,7,424730.0,318910.0,-1.6349209999999998,52.767226,30,3,2,328.0,18.0,0.0,1,1,1,1,47,8,0,0,9,6
2,9,18,0,0,0,0,47,8,1461.0,2,3,455608.0,411434.0,-1.161257,53.596537,14,2,4,211.0,19.0,0.0,1,2,4,0,22,5,0,0,9,3
1,9,18,0,0,0,0,85,11,1242.0,1,6,531230.0,343811.0,-0.047069,52.975593,32,2,1,350.0,52.0,0.0,0,1,1,1,85,11,0,0,9,5
3,9,18,0,0,0,0,55,8,2976.0,1,10,250357.0,77664.0,-4.114934,50.579492,50,4,8,589.0,386.0,0.0,1,2,5,1,26,6,0,0,9,5
1,9,18,0,0,0,0,41,7,1368.0,1,12,400530.0,301780.0,-1.993606,52.61379399999999,20,2,8,307.0,0.0,0.0,0,1,3,1,16,4,0,0,9,4
2,9,18,0,0,10,0,75,10,1296.0,1,9,444210.0,265677.0,-1.353291,52.28745900000001,23,2,1,292.0,426.0,0.0,1,2,1,1,75,10,0,0,9,7
1,9,18,0,0,0,0,47,8,1598.0,1,10,366450.0,90391.0,-2.476545,50.712176,55,2,1,645.0,35.0,0.0,1,2,1,1,20,4,0,0,9,4
1,9,9,0,0,0,0,55,8,1596.0,1,11,293615.0,73706.0,-3.5030900000000003,50.553402,50,2,2,585.0,3192.0,0.0,0,2,2,1,45,7,0,0,9,3
1,9,9,0,0,0,0,33,6,1796.0,2,1,534520.0,183200.0,-0.062049,51.53169000000001,1,2,1,5.0,1208.0,0.0,0,2,1,0,38,7,0,0,5,3
2,9,2,0,0,0,0,35,6,1998.0,1,12,396325.0,81510.0,-2.0533240000000004,50.633274,55,2,5,644.0,351.0,0.0,1,1,2,1,18,4,0,0,9,5
1,21,18,0,0,0,0,40,7,9290.0,2,1,448231.0,388198.0,-1.276273,53.38842800000001,14,4,3,213.0,18.0,0.0,1,3,1,1,36,7,0,0,9,9
1,9,18,0,0,0,0,61,9,1997.0,2,10,398484.0,308380.0,-2.0238560000000003,52.673124,21,3,2,250.0,34.0,5.0,1,2,1,1,48,8,0,0,9,3
1,9,6,0,0,0,0,37,7,1984.0,1,13,389660.0,398180.0,-2.1572720000000003,53.48023900000001,6,2,1,110.0,662.0,0.0,0,2,1,0,21,5,0,0,3,1
1,9,16,0,0,0,0,49,8,1598.0,1,9,399575.0,372654.0,-2.007828,53.250899,7,2,1,129.0,537.0,0.0,1,1,1,1,49,8,0,0,9,9
